Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
1201+,"Arab Academy for Science, Technology and Maritime Transport",Egypt,"27,395",12.5,4%,26 : 74,10.6–22.3,22.8,8.1,21.6,34.9,35.9
1201+,Arak University,Iran,"6,680",22.3,2%,56:44:00,10.6–22.3,28,12.3,19.9,36,18.4
1201+,Ariel University,Israel,"13,004",22.8,0%,43:57:00,10.6–22.3,14.9,18.3,13.1,36.4,30.1
1201+,Austral University of Chile,Chile,"16,886",17.8,2%,52:48:00,10.6–22.3,16.3,13.8,24.9,45.8,51.7
1201+,Universidad Autónoma del Estado de Hidalgo,Mexico,"37,188",18.7,1%,57:43:00,10.6–22.3,14.9,8.7,10.2,36.7,22.4
1201+,Universidad Autónoma del Estado de Mexico (UAEMex),Mexico,"63,490",12.4,0%,58:42:00,10.6–22.3,17.5,8.2,6.7,34.9,24.3
1201+,Universidad Autónoma del Estado de Morelos,Mexico,"27,141",14.5,0%,55:45:00,10.6–22.3,15.6,8,6.7,35.2,24.8
1201+,Universidad Autónoma de Nuevo León (UANL),Mexico,"123,370",42.9,1%,50:50:00,10.6–22.3,14,8.6,11.6,35.8,30.4
1201+,Universidad Autónoma de Querétaro,Mexico,"23,966",42.4,1%,56:44:00,10.6–22.3,17.9,9.6,16.3,37,27.4
1201+,Universidad Autónoma de Yucatán,Mexico,"17,401",14.1,0%,50:50:00,10.6–22.3,17.2,10.3,15.1,45.5,30.4
1201+,Autonomous University of Baja California,Mexico,"65,528",21.8,2%,53:47:00,10.6–22.3,14.3,8.5,10.5,35.3,32.8
1201+,Autonomous University of Sinaloa,Mexico,"83,516",24.6,0%,53:47:00,10.6–22.3,18.2,12.2,29.3,52,23.8
1201+,Badji Mokhtar University – Annaba,Algeria,"46,884",16.1,1%,51:49:00,10.6–22.3,17.4,8,10.5,35.1,31.9
1201+,University of Baghdad,Iraq,"69,750",11,0%,57:43:00,10.6–22.3,20.3,8.7,14.3,35.4,19.5
1201+,Bahauddin Zakariya University,Pakistan,"30,872",37.6,0%,40 : 60,10.6–22.3,14.8,11.2,34.5,35,40.2
1201+,Baku State University,Azerbaijan,"22,039",17.2,2%,70:30:00,10.6–22.3,16.8,7.6,6.6,34.8,41.1
1201+,Banasthali University,India,"10,387",17.5,5%,98:02:00,10.6–22.3,33.2,10.6,19.5,40.5,21.2
1201+,Bangladesh University of Engineering and Technology,Bangladesh,"5,941",12.9,0%,0.970833333,10.6–22.3,18.1,12.9,27.8,35.2,23.8
1201+,Bashkir State University,Russian Federation,"14,605",13.4,3%,60:40:00,10.6–22.3,16.8,8.8,4.5,38.7,17.5
1201+,Başkent University,Turkey,"13,545",12.7,2%,59:41:00,10.6–22.3,17.4,12.6,5,34.8,20.1
1201+,University of Basrah,Iraq,"42,808",15.3,0%,57:43:00,10.6–22.3,16.6,7.7,14.5,34.8,31.2
1201+,University of Béjaïa,Algeria,"41,728",24.3,1%,61:39:00,10.6–22.3,15.7,8.8,14.8,34.8,42.8
1201+,Belarusian State University,Belarus,"24,684",7.8,14%,61:39:00,10.6–22.3,21.3,8.4,8.9,38.5,61.7
1201+,Belgorod State National Research University,Russian Federation,"13,290",14.8,18%,63:37:00,10.6–22.3,21.7,11.8,10,49.2,38
1201+,Benemérita Universidad Autónoma de Puebla,Mexico,"79,502",44.3,0%,53:47:00,10.6–22.3,13.9,8.9,12.2,34.8,29
1201+,BINUS University,Indonesia,"15,287",13.9,4%,42:58:00,10.6–22.3,17.7,12.5,13.3,38.6,25.3
1201+,University of Bío-Bío,Chile,"12,933",25.7,1%,43:57:00,10.6–22.3,14.2,9.8,9.3,34.8,47.8
1201+,University of Birjand,Iran,"12,059",24.1,2%,53:47:00,10.6–22.3,14.9,8.7,14.6,35.2,20.1
1201+,University of Biskra,Algeria,"33,639",23.8,1%,64:36:00,10.6–22.3,18.3,8.1,12.9,34.8,34.8
1201+,Blida 1 University,Algeria,"32,458",22.4,1%,62:38:00,10.6–22.3,16.3,8.4,15.6,35,37.7
1201+,Bolu Abant Izzet Baysal University,Turkey,"22,855",22.7,2%,56:44:00,10.6–22.3,14.9,8.4,17.5,35,21.1
1201+,University of Botswana,Botswana,"12,975",17.1,4%,58:42:00,10.6–22.3,16.6,12,26,35.2,66.1
1201+,University of Brawijaya,Indonesia,"50,677",16.7,1%,55:45:00,10.6–22.3,18.9,9.6,7.8,37.8,21.9
1201+,Brno University of Technology,Czech Republic,"17,671",16.8,22%,29 : 71,10.6–22.3,19.2,17.3,19.9,43.4,56.4
1201+,Bu-Ali Sina University,Iran,"11,049",25.3,1%,55:45:00,10.6–22.3,17.3,16,26.2,35.8,19.6
1201+,University of Bucharest,Romania,"30,096",51.7,2%,71:29:00,10.6–22.3,29.8,17.6,16.1,38.1,30
1201+,Budapest University of Technology and Economics,Hungary,"19,351",17.5,12%,31 : 69,10.6–22.3,18,15.4,20.5,44.6,39.5
1201+,Burapha University,Thailand,"33,104",23.1,1%,63:37:00,10.6–22.3,16.3,8.2,9.8,34.9,25.1
1201+,University of Burgos,Spain,"7,504",13.6,4%,47:53:00,10.6–22.3,18.1,13.7,25.7,37.8,36.5
1201+,Bursa Uludağ University,Turkey,"34,973",21.9,10%,53:47:00,10.6–22.3,17.7,10.1,12.1,40.9,28.2
1201+,University of Calcutta,India,"19,004",24.6,1%,60:40:00,10.6–22.3,35.7,11.9,14.9,43.5,16.4
1201+,University of Carthage,Tunisia,"28,985",9.4,1%,66:34:00,10.6–22.3,19.8,9.8,19.4,36.4,43.9
1201+,Catholic University of the North,Chile,"11,359",17.3,2%,46:54:00,10.6–22.3,15.1,12.4,25.4,34.9,54.4
1201+,University of Caxias do Sul,Brazil,"14,389",25.3,0%,53:47:00,10.6–22.3,15.4,8.7,11,35.3,18.2
1201+,Ceará State University,Brazil,"15,719",13.2,0%,49:51:00,10.6–22.3,18.1,9.4,6.8,36,18.5
1201+,Chang Gung University of Science and Technology,Taiwan,"6,318",26.4,1%,90:10:00,10.6–22.3,15.1,15.9,26.4,48.1,18.9
1201+,Chaoyang University of Technology,Taiwan,"15,858",40.6,6%,55:45:00,10.6–22.3,16,14.9,8.8,43.9,30.2
1201+,"University of Chemistry and Technology, Prague",Czech Republic,"3,842",8.5,23%,60:40:00,10.6–22.3,24.3,13.6,16.5,41.6,51.4
1201+,University of Chester,United Kingdom,"10,740",18.4,13%,68:32:00,10.6–22.3,18.2,13.4,20.8,37.2,53.4
1201+,Chiba Institute of Technology,Japan,"9,981",23.3,2%,0.643055556,10.6–22.3,15.1,9,6.6,39,17.9
1201+,Chubu University,Japan,"11,974",22.1,2%,26 : 74,10.6–22.3,15,10.6,16.4,37,29.8
1201+,Chungbuk National University,South Korea,"17,669",13.9,6%,44:56:00,10.6–22.3,19.7,17.9,19.4,41,26.6
1201+,Chuo University,Japan,"25,729",37.3,4%,37 : 63,10.6–22.3,23.9,10.6,12.9,37.9,25
1201+,Cochin University of Science and Technology,India,"3,545",17.3,1%,58:42:00,10.6–22.3,36.7,18.1,12.4,35.9,15.9
1201+,University of Colorado Colorado Springs,United States,"12,807",22,2%,54:46:00,10.6–22.3,17,12,23.8,35.9,26.2
1201+,Comillas Pontifical University,Spain,"10,003",21.8,6%,54:46:00,10.6–22.3,17.8,12.9,19.1,44.1,39.1
1201+,Corvinus University of Budapest,Hungary,"12,722",26.7,20%,54:46:00,10.6–22.3,17.1,13.6,22.1,35,48.4
1201+,Cracow University of Technology,Poland,"13,092",12.1,2%,38 : 62,10.6–22.3,18.3,9.3,26.7,39.4,20.1
1201+,Cukurova University,Turkey,"42,177",18.6,4%,46:54:00,10.6–22.3,17.8,9.7,17.8,38.5,21.4
1201+,Damghan University,Iran,"4,706",27.7,0%,62:38:00,10.6–22.3,17.2,13.2,33.1,36.2,19.4
1201+,University of Dar es Salaam,Tanzania,"34,259",20.5,0%,43:57:00,10.6–22.3,14.8,9.2,16.1,35,47.4
1201+,De La Salle University,Philippines,"12,386",15.3,3%,49:51:00,10.6–22.3,19,12.9,21.8,34.8,26
1201+,Del Rosario University,Colombia,"10,487",11.8,2%,60:40:00,10.6–22.3,18.2,11,25.2,38.2,47.9
1201+,Democritus University of Thrace,Greece,"28,311",46.6,2%,55:45:00,10.6–22.3,16.4,12.7,33.2,36,31.8
1201+,Dicle University,Turkey,"26,024",15.8,2%,41:59:00,10.6–22.3,26,22.7,6.8,99.9,16.3
1201+,Diponegoro University,Indonesia,"38,567",13.7,2%,56:44:00,10.6–22.3,21.6,10.5,11.7,43.4,26.6
1201+,Dokkyo Medical University,Japan,"1,352",1.3,1%,52:48:00,10.6–22.3,24.4,8.7,13.6,38,16.8
1201+,Dokuz Eylül University,Turkey,"58,563",18.3,2%,47:53:00,10.6–22.3,17.8,9.9,24.8,37.6,20
1201+,Doshisha University,Japan,"28,074",18.6,4%,42:58:00,10.6–22.3,18.7,10.3,5.7,36,28.4
1201+,Dumlupinar University,Turkey,"45,945",48.8,2%,42:58:00,10.6–22.3,12.2,7.4,23.7,35.8,17.2
1201+,Dunarea de Jos University of Galati,Romania,"12,570",16.3,22%,57:43:00,10.6–22.3,16.3,8.6,7.4,34.9,39.3
1201+,EAFIT University,Colombia,"14,890",24.6,3%,45:55:00,10.6–22.3,14.5,10.3,8.6,36.3,41.3
1201+,Prague University of Economics and Business,Czech Republic,"13,685",27.2,22%,52:48:00,10.6–22.3,17.7,13.7,5.2,35.8,43.4
1201+,Ege University,Turkey,"46,825",26.7,2%,50:50:00,10.6–22.3,20.5,13.1,15.7,40.3,20.6
1201+,Ehime University,Japan,"9,267",13.4,2%,38 : 62,10.6–22.3,20.9,15.1,19.2,44.3,26.6
1201+,The University of Electro-Communications,Japan,"4,745",15.7,6%,0.561111111,10.6–22.3,20.8,20.8,10.5,43.1,31.3
1201+,University of Engineering & Technology (UET) Lahore,Pakistan,"13,377",13.1,3%,24 : 76,10.6–22.3,17.2,9.2,31.2,34.8,45.5
1201+,Erciyes University,Turkey,"47,075",34.5,3%,47:53:00,10.6–22.3,19.8,14.8,20.2,79.3,21.7
1201+,Erzincan Binali Yıldırım University,Turkey,"14,053",23.6,1%,51:49:00,10.6–22.3,13.4,8.5,30.5,34.8,16.2
1201+,Escuela Politécnica Nacional,Ecuador,"7,207",12.2,1%,30 : 70,10.6–22.3,16.7,9,23.3,35.9,52.6
1201+,Escuela Superior Politécnica del Litoral,Ecuador,"11,522",11.9,1%,37 : 63,10.6–22.3,16.6,9.3,30.3,35.2,54.7
1201+,Eskişehir Osmangazi University,Turkey,"31,086",20.1,3%,42:58:00,10.6–22.3,17.5,14,14.8,35,18.8
1201+,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,"22,427",8.8,0%,55:45:00,10.6–22.3,25.9,11.1,16.3,39.6,22.9
1201+,Universidade do Estado de Santa Catarina,Brazil,"11,718",11.3,1%,50:50:00,10.6–22.3,21.9,10.6,25.3,35,17.3
1201+,Universidade Estadual de Maringá,Brazil,"20,594",10.8,1%,56:44:00,10.6–22.3,22.8,12,13.1,35.1,18.7
1201+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,"12,689",10.8,0%,53:47:00,10.6–22.3,22,14.4,5.7,42.8,16.5
1201+,Far Eastern Federal University,Russian Federation,"15,850",11.3,21%,n/a,10.6–22.3,20.5,11.8,16.8,41.6,51.7
1201+,Universidade Federal da Bahia,Brazil,"44,829",17.5,0%,41:59:00,10.6–22.3,23.8,14.3,22.7,35.1,23.7
1201+,Universidade Federal do Ceará (UFC),Brazil,"36,593",15.6,1%,45:55:00,10.6–22.3,22.4,12.1,17.8,36.1,26.4
1201+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,"4,996",14.1,2%,68:32:00,10.6–22.3,18.5,12.1,16.3,34.8,20.1
1201+,Universidade Federal do Triângulo Mineiro,Brazil,"6,404",12.3,0%,53:47:00,10.6–22.3,20.5,9.2,21.8,36.2,19.7
1201+,Federal University of Espírito Santo,Brazil,"23,782",13.3,1%,53:47:00,10.6–22.3,19.6,10.9,19.2,35.7,24.1
1201+,Federal University of Goiás,Brazil,"31,274",15.1,0%,52:48:00,10.6–22.3,21.5,11.8,15.7,39.2,22.4
1201+,Universidade Federal da Grande Dourados,Brazil,"7,805",13.1,0%,n/a,10.6–22.3,35.4,9.2,7.9,34.8,16.9
1201+,Federal University of Itajubá,Brazil,"8,264",15.5,1%,29 : 71,10.6–22.3,17.5,9.9,20.8,38.3,24.3
1201+,Universidade Federal de Juiz de Fora,Brazil,"21,068",15.7,1%,57:43:00,10.6–22.3,20,10.6,24.9,35.4,21.8
1201+,Federal University of Lavras,Brazil,"14,034",17.3,1%,52:48:00,10.6–22.3,25.5,16.9,15.8,54,22
1201+,Universidade Federal do Maranhão (UFMA),Brazil,"30,123",15.5,0%,54:46:00,10.6–22.3,20.5,8.6,16,35.6,19.4
1201+,Federal University of Mato Grosso do Sul,Brazil,"25,972",16.4,1%,55:45:00,10.6–22.3,17,9.7,13,38.1,20.4
1201+,Universidade Federal de Ouro Preto (UFOP),Brazil,"13,861",15.2,1%,50:50:00,10.6–22.3,18.2,11.2,19.1,39.6,21.7
1201+,Federal University of Pará,Brazil,"44,614",16.2,0%,51:49:00,10.6–22.3,19,10.3,14.9,38.6,23.6
1201+,Universidade Federal do Paraná (UFPR),Brazil,"33,604",13.2,0%,63:37:00,10.6–22.3,25.6,12.3,16.3,35.3,23.5
1201+,Federal University of Pernambuco,Brazil,"40,890",15.7,1%,50:50:00,10.6–22.3,26.7,10.2,16.4,36.3,22.2
1201+,Federal University of Piauí,Brazil,"50,150",23.7,0%,n/a,10.6–22.3,14.4,9.9,10.8,35.6,22.1
1201+,Federal University of Rio Grande do Norte (UFRN),Brazil,"36,910",15.5,0%,45:55:00,10.6–22.3,22.6,9.9,19.7,37.8,27.4
1201+,Federal Rural University of Pernambuco,Brazil,"17,704",14,0%,51:49:00,10.6–22.3,18.2,9.5,7.2,34.8,18.4
1201+,Universidade Federal Rural do Semi-Arido,Brazil,"7,276",10.6,0%,46:54:00,10.6–22.3,24,8.4,2.4,34.8,15.1
1201+,Federal University of Santa Maria,Brazil,"28,337",14.9,0%,54:46:00,10.6–22.3,22.3,12.5,18.6,35.7,18.9
1201+,Federal University of Tocantins,Brazil,"16,713",15.1,0%,48:52:00,10.6–22.3,17.4,8.4,6.3,34.8,18.9
1201+,Federal University of Uberlândia,Brazil,"30,236",16,1%,51:49:00,10.6–22.3,21.1,11.1,26.8,41.7,21.1
1201+,Federal University of Vales do Jequitinhonha e Mucuri,Brazil,"9,772",11.9,0%,61:39:00,10.6–22.3,18,7.5,7,34.8,17
1201+,Federal University of Viçosa,Brazil,"18,394",15.3,1%,50:50:00,10.6–22.3,25.7,14.7,16.8,46.3,20.8
1201+,Federico Santa María Technical University,Chile,"19,291",25.7,4%,25 : 75,10.6–22.3,14.3,12,28.7,41.3,56.1
1201+,Feng Chia University,Taiwan,"19,510",22.7,8%,38 : 62,10.6–22.3,18.6,16.7,14.4,38.8,37
1201+,Fluminense Federal University,Brazil,"53,054",14.7,1%,46:54:00,10.6–22.3,21.8,11,14.6,35.4,26.4
1201+,Université Frères Mentouri Constantine 1,Algeria,"34,861",20.9,1%,58:42:00,10.6–22.3,20.7,8.5,10.3,35.4,38
1201+,Universidad de las Fuerzas Armadas – ESPE,Ecuador,"21,204",16.3,0%,36 : 64,10.6–22.3,14.4,9.4,13.2,35.1,42.3
1201+,University of Fukui,Japan,"5,005",7.9,5%,30 : 70,10.6–22.3,21.7,10.9,13,39,24.7
1201+,Fukuoka University,Japan,"19,782",10.5,1%,40 : 60,10.6–22.3,18.6,8.9,17.4,37.9,21.6
1201+,Universitas Gadjah Mada,Indonesia,"39,477",8.2,5%,56:44:00,10.6–22.3,23.4,14.8,12.5,67.5,39.6
1201+,Gazi University,Turkey,"40,657",20,2%,49:51:00,10.6–22.3,22.7,16.2,18.9,92.9,17.8
1201+,Gaziantep University,Turkey,"35,667",44.5,11%,45:55:00,10.6–22.3,15.3,9,18.3,35.4,31.1
1201+,University of Gdańsk,Poland,"19,870",20.1,3%,68:32:00,10.6–22.3,20,13.6,21.5,35.3,33.4
1201+,Gebze Technical University,Turkey,"7,551",22.2,2%,40 : 60,10.6–22.3,18.9,13.4,23.7,38.5,26.5
1201+,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,"8,892",16.3,9%,59:41:00,10.6–22.3,18.4,9.3,18.6,35,32.5
1201+,German University in Cairo,Egypt,"13,081",13.9,1%,48:52:00,10.6–22.3,16,8.9,31,34.8,44.2
1201+,Gheorghe Asachi Technical University of Iaşi,Romania,"13,442",20.9,7%,30 : 70,10.6–22.3,16.3,9.5,14.2,35.6,27.2
1201+,Gifu University,Japan,"7,189",7.5,4%,37 : 63,10.6–22.3,24,12.2,17.2,39.6,25.2
1201+,GITAM University,India,"20,945",13.4,1%,36 : 64,10.6–22.3,18,8.2,11.7,35.5,19.8
1201+,Government College University Lahore,Pakistan,"10,715",18.2,1%,40 : 60,10.6–22.3,17.7,10.3,16.9,35.1,41.4
1201+,Grand Valley State University,United States,"21,482",15.5,1%,61:39:00,10.6–22.3,29.7,9.1,19.9,34.8,28.8
1201+,Grigore T. Popa University of Medicine and Pharmacy,Romania,"9,568",11.1,26%,67:33:00,10.6–22.3,19.5,8.4,16.7,35.1,41.9
1201+,University of Guadalajara,Mexico,"130,243",58,0%,53:47:00,10.6–22.3,17.4,8.9,9.9,34.8,28
1201+,University of Guanajuato,Mexico,"27,818",19.8,3%,54:46:00,10.6–22.3,16.6,8.9,8.6,36.6,33.9
1201+,Gubkin Russian State University of Oil and Gas,Russian Federation,"9,789",12.6,8%,55:45:00,10.6–22.3,17.8,11.1,9.8,57.5,24.1
1201+,Gunma University,Japan,"6,288",7.6,4%,38 : 62,10.6–22.3,25.3,13.7,18,39.1,21.7
1201+,Gyeongsang National University,South Korea,"13,502",13.1,4%,45:55:00,10.6–22.3,21.4,16,18.2,39.8,27.5
1201+,Hakim Sabzevari University,Iran,"7,835",19.6,3%,57:43:00,10.6–22.3,15.8,9.7,32.4,35.7,30.1
1201+,Hallym University,South Korea,"8,663",10.3,5%,n/a,10.6–22.3,19.9,18.4,18,44.3,22.3
1201+,Hanoi University of Science and Technology,Vietnam,"32,222",27.9,1%,24 : 76,10.6–22.3,14.5,9.8,20.4,43.3,42.4
1201+,Hasanuddin University,Indonesia,"31,558",15.5,1%,62:38:00,10.6–22.3,18.7,10.1,29.5,44.3,26.4
1201+,The Hashemite University,Jordan,"16,987",28.4,6%,62:38:00,10.6–22.3,14.8,12.3,17.4,44.8,53.4
1201+,Université Hassan 1er,Morocco,"42,623",58.3,3%,52:48:00,10.6–22.3,14.2,8.7,11.4,34.8,25.7
1201+,Université Hassan II de Casablanca,Morocco,"122,959",36.3,2%,52:48:00,10.6–22.3,19,9.3,29,36.7,24.9
1201+,University of Havana,Cuba,"15,157",8.9,5%,63:37:00,10.6–22.3,20.6,10.2,8.4,40.2,51.7
1201+,Hellenic Open University,Greece,"20,256",7.1,1%,63:37:00,10.6–22.3,19.9,8,35.1,34.8,26.6
1201+,Helwan University,Egypt,"122,967",18.8,2%,53:47:00,10.6–22.3,15.9,8.3,26.5,35.2,40.5
1201+,Hosei University,Japan,"30,662",40.9,3%,38 : 62,10.6–22.3,18,10.5,18.6,36.4,29.1
1201+,University of Hradec Králové,Czech Republic,"6,344",12.2,2%,65:35:00,10.6–22.3,17.9,12.6,20.2,36.7,45.7
1201+,Hungarian University of Agriculture and Life Sciences,Hungary,"11,524",11.9,14%,53:47:00,10.6–22.3,20.5,11.2,16.6,37.3,51.1
1201+,University of Hyogo,Japan,"6,544",12.7,3%,41:59:00,10.6–22.3,17.7,12.2,5.5,42.6,20.3
1201+,Ibaraki University,Japan,"7,916",14.4,3%,36 : 64,10.6–22.3,17.8,11.8,6.7,40.9,24.5
1201+,Ilia State University,Georgia,"16,866",11.3,2%,62:38:00,10.6–22.3,16.6,8,34.6,34.9,48.4
1201+,University of Ilorin,Nigeria,"56,941",37.9,0%,41:59:00,10.6–22.3,17.6,8.9,16.5,34.8,31.3
1201+,Immanuel Kant Baltic Federal University,Russian Federation,"7,306",9.3,12%,62:38:00,10.6–22.3,22.6,10.7,12.8,38.3,43.6
1201+,Universidad Industrial de Santander (UIS),Colombia,"20,968",13.5,1%,45:55:00,10.6–22.3,16.3,9.1,23,35.6,35.5
1201+,Instituto Politécnico Nacional (IPN),Mexico,"120,639",11.3,0%,40 : 60,10.6–22.3,18.7,9.7,13.6,40.7,25
1201+,IPB University,Indonesia,"22,499",7.7,3%,46:54:00,10.6–22.3,25.2,10.3,14.6,56.9,42.6
1201+,Irkutsk State University,Russian Federation,"13,039",13.5,5%,68:32:00,10.6–22.3,17.3,9,10.6,35.5,23.5
1201+,I-Shou University,Taiwan,"12,229",28.6,16%,50:50:00,10.6–22.3,16.4,19.4,12.4,48.2,41.2
1201+,Istanbul Medipol University,Turkey,"21,056",19,6%,66:34:00,10.6–22.3,14.4,9.6,17.9,36.2,27.6
1201+,Ivane Javakhishvili Tbilisi State University,Georgia,"21,081",26.3,3%,61:39:00,10.6–22.3,17.3,9.8,4.8,35.2,44.1
1201+,Ivan Franko National University of Lviv,Ukraine,"18,895",10.3,1%,65:35:00,10.6–22.3,20.6,8.6,7.5,35.3,31.8
1201+,Ivanovo State University of Chemistry and Technology,Russian Federation,"3,740",19,6%,48:52:00,10.6–22.3,15.9,10.4,0.7,34.8,21.1
1201+,Iwate University,Japan,"5,382",13.6,3%,38 : 62,10.6–22.3,20.2,11.3,8.3,37.2,24.5
1201+,Izmir Institute of Technology,Turkey,"5,342",18.9,3%,46:54:00,10.6–22.3,19.1,10.5,19.2,39.8,28.9
1201+,Jan Evangelista Purkyně University,Czech Republic,"7,394",17.8,3%,68:32:00,10.6–22.3,15.7,12.2,15.1,37.6,36.2
1201+,Jawaharlal Nehru Technological University Anantapur (JNTUA),India,"5,811",16.7,0%,42:58:00,10.6–22.3,25.7,11.1,25.1,35.3,15.5
1201+,Jean Moulin University – Lyon 3,France,"29,617",41.9,21%,65:35:00,10.6–22.3,15.6,12.5,7.4,35.4,54.8
1201+,Jeju National University,South Korea,"12,015",18.9,6%,52:48:00,10.6–22.3,18.6,15.2,19.2,37.1,23.4
1201+,Kagawa University,Japan,"6,366",9.5,2%,42:58:00,10.6–22.3,21.9,12.3,25.7,40.8,29.2
1201+,Kagoshima University,Japan,"10,477",10,2%,37 : 63,10.6–22.3,21.2,11.6,15.9,41.9,24.7
1201+,Kanagawa University,Japan,"18,137",15.3,4%,29 : 71,10.6–22.3,15.7,8.2,9.7,35.5,29.4
1201+,Kanazawa Medical University,Japan,"1,141",2.3,2%,53:47:00,10.6–22.3,24.7,8.8,21.5,36.2,20.5
1201+,Kangwon National University,South Korea,"22,420",22.3,3%,41:59:00,10.6–22.3,19.9,18,18.5,37.9,22.9
1201+,Kansai University,Japan,"30,635",11.4,3%,40 : 60,10.6–22.3,18.3,8.1,6.4,36,26.8
1201+,University of Karachi,Pakistan,"43,770",50.7,0%,55:45:00,10.6–22.3,19,13.5,6.8,34.9,37
1201+,Karadeniz Technical University,Turkey,"38,630",18.3,4%,44:56:00,10.6–22.3,15.5,8.7,22.9,34.8,18.5
1201+,Kasetsart University,Thailand,"67,633",19.4,1%,63:37:00,10.6–22.3,18.6,12.1,12.4,43.5,34.1
1201+,Kaunas University of Technology,Lithuania,"9,060",14.7,8%,35 : 65,10.6–22.3,17.4,13.2,15.2,41.3,41.9
1201+,Kazan National Research Technical University,Russian Federation,"6,995",12.5,13%,26 : 74,10.6–22.3,18.3,10.9,31.9,57.9,31.7
1201+,Kazan National Research Technological University,Russian Federation,"13,685",12.9,15%,43:57:00,10.6–22.3,18.1,9.7,18.6,58.7,30.5
1201+,Kharazmi University,Iran,"12,118",15.4,2%,54:46:00,10.6–22.3,29.9,12.1,19.9,36,20.8
1201+,Khon Kaen University,Thailand,"35,729",19.4,2%,58:42:00,10.6–22.3,24.1,14.2,18.7,54.5,31.7
1201+,King Mongkut’s Institute of Technology Ladkrabang,Thailand,"23,619",22,1%,54:46:00,10.6–22.3,18.4,21.6,6.6,87.9,23.2
1201+,King Mongkut's University of Technology North Bangkok,Thailand,"27,685",24.6,0%,43:57:00,10.6–22.3,16.7,10.7,22,39.7,21.7
1201+,Kitasato University,Japan,"8,604",5.3,1%,54:46:00,10.6–22.3,24.3,10.1,19.5,40,17.4
1201+,Kocaeli University,Turkey,"71,135",49.1,2%,41:59:00,10.6–22.3,13.8,7.6,8.8,37.7,20.2
1201+,Kochi University,Japan,"5,439",8.1,1%,44:56:00,10.6–22.3,20.5,11.3,20,39.9,24.4
1201+,Kochi University of Technology,Japan,"2,579",20.3,2%,1.011805556,10.6–22.3,23.9,14.9,15.9,40.8,31.8
1201+,Kogakuin University,Japan,"6,218",17.6,1%,0.847916667,10.6–22.3,17.2,11.2,14.4,41.5,19.7
1201+,Kookmin University,South Korea,"17,796",13.4,11%,49:51:00,10.6–22.3,18.7,11.2,15.4,38.3,32.3
1201+,Universiti Kuala Lumpur,Malaysia,"15,715",12.2,3%,41:59:00,10.6–22.3,17.5,8.8,26.1,38.2,36.2
1201+,Kunming University of Science and Technology,China,"44,330",18.4,2%,36 : 64,10.6–22.3,16.1,12,14.4,41.9,17.7
1201+,Kwansei Gakuin University,Japan,"25,641",24.9,3%,49:51:00,10.6–22.3,16.8,9.3,21.3,35.5,34.3
1201+,Kyoto Sangyo University,Japan,"11,804",20.8,2%,32 : 68,10.6–22.3,15.7,8.7,19.9,34.8,38.5
1201+,Kyoto Institute of Technology,Japan,"3,970",13.4,5%,28 : 72,10.6–22.3,21.2,15.6,7.1,43.4,26.9
1201+,Kyushu Institute of Technology (Kyutech),Japan,"5,649",16.2,5%,0.602083333,10.6–22.3,19.4,13.4,24.1,51.9,33.9
1201+,Latvia University of Life Sciences and Technologies,Latvia,"3,845",23.1,3%,50:50:00,10.6–22.3,18,18.9,4.9,37,22.8
1201+,University of Lethbridge,Canada,"6,989",12.7,11%,n/a,10.6–22.3,18.9,13.1,19.8,34.8,55.3
1201+,L.N. Gumilyov Eurasian National University,Kazakhstan,"19,357",17.4,4%,53:47:00,10.6–22.3,16.1,10,22.6,34.8,55.2
1201+,Lobachevsky State University of Nizhni Novgorod,Russian Federation,"17,324",7.4,12%,55:45:00,10.6–22.3,26.5,11.2,9.9,44.3,33.5
1201+,University of Łódź,Poland,"23,428",17.4,10%,63:37:00,10.6–22.3,19.4,14.2,13.3,35.2,32.3
1201+,Lodz University of Technology,Poland,"13,817",18.3,4%,39 : 61,10.6–22.3,18.7,13.9,20.9,42.4,25.8
