Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
1501+,Grigore T. Popa University of Medicine and Pharmacy,Romania,"9,765",10.8,26%,68:32:00,9.7–22.7,22.5,10.1,18.9,22.5,42.1
1501+,University of Guadalajara,Mexico,"140,348",19.3,0%,55:45:00,9.7–22.7,16.3,8.8,13.7,18,31.2
1501+,University of Guanajuato,Mexico,"30,317",21.4,2%,55:45:00,9.7–22.7,16.2,9.3,13.4,20.5,36.4
1501+,Gubkin Russian State University of Oil and Gas,Russian Federation,"9,371",12.2,7%,33 : 67,9.7–22.7,23.4,10.5,12.5,38.2,26.8
1501+,Hanoi University of Science and Technology,Vietnam,"37,891",34.1,0%,0.888888889,9.7–22.7,15.7,15.7,27.4,43.4,39.7
1501+,Hasanuddin University,Indonesia,"38,942",16.6,0%,51:49:00,9.7–22.7,18.8,11.2,25.8,27.5,19.8
1501+,Université Hassan 1er,Morocco,"50,518",88.2,2%,48:52:00,9.7–22.7,24.9,10.3,19.2,16.6,23.6
1501+,Hassiba Benbouali University of Chlef,Algeria,"30,200",22,1%,72:28:00,9.7–22.7,15.5,12.3,20.7,32.7,41.9
1501+,University of Havana,Cuba,"15,584",9,5%,64:36:00,9.7–22.7,28.1,11.8,10.8,33.9,53
1501+,Hellenic Open University,Greece,"19,612",6.8,1%,60:40:00,9.7–22.7,22.4,8.5,34.2,15.8,26.2
1501+,Herzen State Pedagogical University of Russia,Russian Federation,"15,645",15.4,18%,75:25:00,9.7–22.7,20.2,11.5,9.8,17.6,39.2
1501+,Hindustan Institute of Technology and Science,India,"7,325",11.3,1%,47:53:00,9.7–22.7,21.9,9.3,33.6,16.3,23.4
1501+,Hitit University,Turkey,"10,501",22.6,4%,48:52:00,9.7–22.7,15.2,9.8,15.1,16.5,22.8
1501+,Hosei University,Japan,"29,180",37.7,5%,38 : 62,9.7–22.7,15.2,11,34,23.9,38.3
1501+,Hue University,Vietnam,"48,943",23,1%,56:44:00,9.7–22.7,13.3,8.7,16.4,16.2,49.2
1501+,University of Hyogo,Japan,"6,540",12.4,3%,41:59:00,9.7–22.7,22.5,13.2,11.8,56.5,24.6
1501+,Ibaraki University,Japan,"7,741",14.8,3%,34 : 66,9.7–22.7,18.9,12.5,12.2,36.9,27.4
1501+,Universidad Industrial de Santander (UIS),Colombia,"21,413",23.4,1%,45:55:00,9.7–22.7,14.4,12.2,11.6,31.5,38
1501+,Industrial University of Tyumen,Russian Federation,"11,396",11.4,6%,35 : 65,9.7–22.7,19.5,8.4,14,18.3,23.1
1501+,Inönü University,Turkey,"36,388",22.2,3%,51:49:00,9.7–22.7,17.8,9.4,21.5,18,21.1
1501+,Instituto Politécnico Nacional (IPN),Mexico,"141,583",13,0%,42:58:00,9.7–22.7,20.7,9.9,14.5,26.7,25.5
1501+,International Hellenic University,Greece,"59,370",38,2%,44:56:00,9.7–22.7,9.6,9.4,36.5,20.1,30.7
1501+,Irkutsk National Research Technical University,Russian Federation,"9,732",10.6,13%,38 : 62,9.7–22.7,21.7,9.6,23.4,24.2,33.8
1501+,Irkutsk State University,Russian Federation,"13,496",14.2,4%,68:32:00,9.7–22.7,18.6,11.5,9.1,18.9,28.1
1501+,Islamic University of Indonesia,Indonesia,"22,998",26.5,4%,48:52:00,9.7–22.7,15.8,9.7,12.5,17.3,35.5
1501+,Istanbul Aydın University,Turkey,"28,851",26.3,13%,51:49:00,9.7–22.7,17,9.2,32.3,15.8,56.9
1501+,Istanbul Medipol University,Turkey,"26,110",20,16%,65:35:00,9.7–22.7,14.6,10.6,33.3,20.6,44
1501+,Ivane Javakhishvili Tbilisi State University,Georgia,"23,278",30.6,3%,61:39:00,9.7–22.7,15.9,11.3,22.2,18,46.7
1501+,Ivanovo State University of Chemistry and Technology,Russian Federation,"3,652",16.8,6%,44:56:00,9.7–22.7,16.4,9.7,7,21.3,25
1501+,Iwate University,Japan,"5,316",13.6,3%,37 : 63,9.7–22.7,22.3,11.2,12.6,38.5,28.2
1501+,Izmir University of Economics,Turkey,"6,750",14.7,2%,54:46:00,9.7–22.7,16.7,11.2,36.7,26.2,32.5
1501+,Jan Evangelista Purkyně University,Czech Republic,"7,887",17.7,3%,66:34:00,9.7–22.7,16.1,13.6,15.3,18,38.2
1501+,Jan Kochanowski University in Kielce,Poland,"10,010",11.2,3%,72:28:00,9.7–22.7,21.3,12.3,11.9,18.4,27.9
1501+,Jean Moulin University – Lyon 3,France,"27,655",39,18%,66:34:00,9.7–22.7,14.3,13.6,13.6,27.5,60.8
1501+,Jember University,Indonesia,"36,654",30.2,0%,66:34:00,9.7–22.7,11.1,9.1,23,18.1,21.3
1501+,Jianghan University,China,"20,774",15.1,1%,56:44:00,9.7–22.7,16.7,9.2,27.6,33.6,22
1501+,University of Jijel,Algeria,"23,690",22.4,0%,72:28:00,9.7–22.7,12.8,8.8,12.7,16,37.5
1501+,Kanagawa University,Japan,"17,730",14.5,4%,30 : 70,9.7–22.7,17.6,8.3,11.4,24.4,38.7
1501+,Kanazawa Medical University,Japan,"1,063",2.1,1%,55:45:00,9.7–22.7,26.6,10.2,17.3,29.7,21.2
1501+,Kansai University,Japan,"30,026",12.3,4%,41:59:00,9.7–22.7,20.2,8.3,7.3,25.5,33.4
1501+,University of Karachi,Pakistan,"47,337",39.3,0%,60:40:00,9.7–22.7,14.1,10.6,19.5,24.5,44.4
1501+,Karadeniz Technical University,Turkey,"30,690",14,5%,44:56:00,9.7–22.7,19.3,10.1,27.8,22.4,22.7
1501+,Université Kasdi Merbah Ouargla,Algeria,"33,148",26.4,0%,57:43:00,9.7–22.7,20,8.6,16,17.3,29.4
1501+,Kasetsart University,Thailand,"70,633",18.7,1%,62:38:00,9.7–22.7,18.1,12.6,23.5,25.7,33.8
1501+,Kastamonu University,Turkey,"18,233",36.8,12%,43:57:00,9.7–22.7,11.6,11.6,35.8,15.9,35.5
1501+,Kazan National Research Technical University,Russian Federation,"7,516",16.7,12%,26 : 74,9.7–22.7,18.8,10.8,24.9,42.6,31.7
1501+,Kazan National Research Technological University,Russian Federation,"13,088",11.6,16%,40 : 60,9.7–22.7,21.9,8.8,12.4,36.1,35.4
1501+,Kazan State Medical University,Russian Federation,"5,891",10.7,31%,63:37:00,9.7–22.7,40.5,10.3,7.3,17.1,45.2
1501+,University of Kelaniya,Sri Lanka,"17,699",15.6,3%,66:34:00,9.7–22.7,16.8,8.1,12,17.2,36.2
1501+,Kemerovo State University,Russian Federation,"14,842",18.5,7%,63:37:00,9.7–22.7,14.9,10.1,8.6,18.2,24.3
1501+,University of Kerbala,Iraq,"21,735",15.8,0%,54:46:00,9.7–22.7,18.3,7.7,10.7,15.8,22.6
1501+,King Mongkut’s Institute of Technology Ladkrabang,Thailand,"25,482",23,1%,52:48:00,9.7–22.7,16.5,22.9,19.2,55,30.7
1501+,Kirikkale University,Turkey,"27,869",47.7,1%,49:51:00,9.7–22.7,14.3,18.8,17.2,20.3,18.8
1501+,Kırşehir Ahi Evran University,Turkey,"12,506",24.6,17%,50:50:00,9.7–22.7,11.8,9.8,18.4,16.5,37.3
1501+,Kocaeli University,Turkey,"66,547",47.2,2%,41:59:00,9.7–22.7,14.3,9.7,22.1,23.7,25.8
1501+,Kochi University,Japan,"5,459",8.3,1%,44:56:00,9.7–22.7,24.7,12.3,21.8,41.5,26.8
1501+,Kochi University of Technology,Japan,"2,579",20.3,2%,25 : 75,9.7–22.7,17.6,15.6,15.9,68.4,39.1
1501+,Kogakuin University,Japan,"6,553",18.3,2%,0.806944444,9.7–22.7,16.8,11.3,26.3,32.7,25
1501+,Kookmin University,South Korea,"17,514",11.6,11%,50:50:00,9.7–22.7,24.5,14.3,20.1,37,36.1
1501+,Universiti Kuala Lumpur,Malaysia,"15,516",11.9,5%,43:57:00,9.7–22.7,23.6,9,24.3,25.5,43.7
1501+,University of Kufa,Iraq,"28,175",12.3,0%,65:35:00,9.7–22.7,20,8.7,18,16.7,29.5
1501+,Kwansei Gakuin University,Japan,"25,232",24.7,4%,49:51:00,9.7–22.7,15.7,9.5,15.4,20.7,40.9
1501+,Kyoto Sangyo University,Japan,"12,551",21.9,2%,34 : 66,9.7–22.7,14.3,9.1,14.9,22.4,44.8
1501+,Ladoke Akintola University of Technology,Nigeria,"28,289",53.1,0%,49:51:00,9.7–22.7,16.2,11.1,28,32,32.5
1501+,University of Laghouat,Algeria,"30,088",29.8,0%,46:54:00,9.7–22.7,14,8.6,17.2,15.9,39.7
1501+,Lagos State University,Nigeria,"28,722",35.6,0%,45:55:00,9.7–22.7,12.9,9.3,25.3,16,41.9
1501+,Lahore College for Women University (LCWU),Pakistan,"11,857",21.3,0%,100:00:00,9.7–22.7,16.5,9.6,37.6,16.1,40.6
1501+,University of Lampung,Indonesia,"34,807",13.1,0%,60:40:00,9.7–22.7,17.1,8.1,26.3,16.8,18.4
1501+,Latvia University of Life Sciences and Technologies,Latvia,"3,991",21.3,4%,50:50:00,9.7–22.7,16.3,17.3,15.8,30.5,24.1
1501+,University of Life Sciences in Lublin,Poland,"7,355",11.6,2%,65:35:00,9.7–22.7,20.2,11.7,30.3,19.1,20.7
1501+,L.N. Gumilyov Eurasian National University,Kazakhstan,"19,632",13.5,4%,60:40:00,9.7–22.7,21.9,11.6,21.1,15.7,54.2
1501+,Lobachevsky State University of Nizhni Novgorod,Russian Federation,"19,457",10.6,12%,51:49:00,9.7–22.7,31.8,13.4,14.7,32.7,38.5
1501+,University of Łódź,Poland,"21,633",14,9%,62:38:00,9.7–22.7,20.6,15.6,28.8,19.2,35.5
1501+,Londrina State University,Brazil,"21,220",10.9,1%,59:41:00,9.7–22.7,30.3,16.1,19.6,34.8,23.9
1501+,University of Los Lagos,Chile,"5,995",17.4,0%,60:40:00,9.7–22.7,15.9,14.1,25.8,16,49.5
1501+,Lucian Blaga University of Sibiu,Romania,"13,369",16.5,3%,59:41:00,9.7–22.7,18.5,14,29.7,16.8,28.4
1501+,University of Lucknow,India,"18,173",29.4,2%,45:55:00,9.7–22.7,28.4,10.3,26.5,18,23.1
1501+,University of Macerata (UNIMC),Italy,"12,042",27,4%,75:25:00,9.7–22.7,16.2,18.1,24.6,15.6,37.3
1501+,Mackenzie Presbyterian University,Brazil,"27,487",28.1,0%,51:49:00,9.7–22.7,17.4,10.8,12.4,20.7,28.7
1501+,Mahasarakham University,Thailand,"37,679",30.2,2%,66:34:00,9.7–22.7,18.8,8.5,10.5,17,25
1501+,Universiti Malaysia Kelantan,Malaysia,"9,238",19.9,3%,71:29:00,9.7–22.7,16.1,13,32.6,16.2,41.9
1501+,Maria Curie-Skłodowska University (UMCS),Poland,"16,937",11.7,9%,68:32:00,9.7–22.7,21.6,19.3,22.4,22.7,33.4
1501+,Marmara University,Turkey,"62,991",30.6,5%,51:49:00,9.7–22.7,17,11.7,31.9,26.9,30.7
1501+,University of Mascara,Algeria,"21,663",23.8,0%,62:38:00,9.7–22.7,13.7,7.5,31.4,16.1,43.2
1501+,Matej Bel University,Slovakia,"6,834",14.2,10%,67:33:00,9.7–22.7,19.4,13.9,15.5,16.4,40.7
1501+,Universidad Mayor,Chile,"22,644",12.1,1%,48:52:00,9.7–22.7,18.6,9.1,28.7,16,49.5
1501+,Meiji University,Japan,"32,810",34,5%,35 : 65,9.7–22.7,16.3,12.1,13.5,40.8,31.4
1501+,Meijo University,Japan,"15,000",30.7,1%,34 : 66,9.7–22.7,14.5,12.1,11.6,42.8,27.3
1501+,Mendeleev University of Chemical Technology,Russian Federation,"7,338",14.9,6%,56:44:00,9.7–22.7,19.6,14.1,14.3,43.4,23.6
1501+,M’Hamed Bougara University of Boumerdès,Algeria,"32,215",22.6,1%,59:41:00,9.7–22.7,15.2,8.1,21.3,16.3,32.7
1501+,Middle Technical University,Iraq,"45,510",33.6,0%,42:58:00,9.7–22.7,9.4,7.5,23.7,16.9,26.8
1501+,Ming Chuan University,Taiwan,"18,146",21.6,11%,61:39:00,9.7–22.7,13.4,12,22.6,51,38.4
1501+,MIREA - Russian Technological University,Russian Federation,"26,765",21.5,5%,26 : 74,9.7–22.7,15,11.7,8.6,48.1,22.2
1501+,University of Miskolc,Hungary,"7,808",14.9,5%,48:52:00,9.7–22.7,25.6,13.4,16.1,21.7,31.7
1501+,University of Miyazaki,Japan,"5,447",7.4,3%,36 : 64,9.7–22.7,27.4,11.8,24.3,44,27.8
1501+,University Mohamed Boudiaf of M’Sila,Algeria,"35,110",17.7,1%,55:45:00,9.7–22.7,18.1,9.2,10.3,17.9,34.3
1501+,Université Mohammed Premier,Morocco,"84,135",82.1,1%,48:52:00,9.7–22.7,19.2,9.9,33.6,16.4,35.1
1501+,University of Montenegro,Montenegro,"15,618",20.3,2%,68:32:00,9.7–22.7,13,12.6,23.8,25.4,41.8
1501+,Moscow Polytechnic University,Russian Federation,"10,148",16,13%,39 : 61,9.7–22.7,17,10.3,11,19,32.3
1501+,Moscow State University of Civil Engineering,Russian Federation,"12,468",13.3,7%,n/a,9.7–22.7,20.3,11.6,25.3,39.6,25
1501+,University of Mosul,Iraq,"59,250",20.2,0%,47:53:00,9.7–22.7,14.8,9.9,16.3,28.8,20.1
1501+,Moulay Ismail University,Morocco,"80,390",71,0%,54:46:00,9.7–22.7,9.6,9.1,40.9,16.5,25.9
1501+,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,"43,829",20.8,0%,61:39:00,9.7–22.7,16.8,7.6,6.6,17.2,45.4
1501+,Muroran Institute of Technology,Japan,"3,364",20.5,6%,0.643055556,9.7–22.7,21.7,10.6,22.9,33.5,40
1501+,Mustansiriyah University,Iraq,"30,964",6.5,1%,52:48:00,9.7–22.7,25.3,8.4,16,19.1,32.5
1501+,University of Mysore,India,"10,130",25.8,8%,33 : 67,9.7–22.7,28.2,9,23.2,22.3,42.3
1501+,Universidad Nacional del Litoral,Argentina,"50,145",35.2,0%,63:37:00,9.7–22.7,12,9.4,16.9,24.1,29.2
1501+,Nara Women’s University,Japan,"2,592",8.7,5%,100:00:00,9.7–22.7,24.3,8.7,17.3,22.4,41.4
1501+,Naresuan University,Thailand,"27,234",18.3,1%,68:32:00,9.7–22.7,15.8,10.5,14.8,28.3,33.1
1501+,National Aviation University,Ukraine,"13,080",9.8,5%,39 : 61,9.7–22.7,22.2,8.7,35.2,16.4,23.8
1501+,National Chiayi University,Taiwan,"11,251",22.5,3%,49:51:00,9.7–22.7,14.4,14.1,21,56.7,21.8
1501+,National Chi Nan University,Taiwan,"5,853",14.7,9%,53:47:00,9.7–22.7,20,18.4,13.3,72.1,32.1
1501+,National University of Córdoba,Argentina,"174,780",16.9,1%,65:35:00,9.7–22.7,18,10.3,20,19.4,37.1
1501+,National University of Costa Rica,Costa Rica,"20,913",11,3%,56:44:00,9.7–22.7,21,10,11.8,21.9,45
1501+,National Formosa University,Taiwan,"11,134",19.5,1%,0.970833333,9.7–22.7,14.1,11.7,8.4,38.7,18.5
1501+,National Ilan University,Taiwan,"5,637",23.8,2%,36 : 64,9.7–22.7,13.9,14.6,23.1,37.1,32.3
1501+,National University of Kaohsiung,Taiwan,"5,916",25,4%,41:59:00,9.7–22.7,13.3,16,12.1,28.9,30.4
1501+,National University of Life and Environmental Sciences of Ukraine,Ukraine,"17,628",15.2,1%,45:55:00,9.7–22.7,20.3,8.9,30.1,25.3,25.7
1501+,National University of Medical Sciences (NUMS),Pakistan,"8,693",4.6,3%,57:43:00,9.7–22.7,23.1,9.5,9.2,16.2,28.4
1501+,National Research Saratov State University,Russian Federation,"9,664",9.3,11%,58:42:00,9.7–22.7,26.8,16.1,17.6,39.1,38
1501+,National University of San Martín,Argentina,"16,591",16.3,5%,60:40:00,9.7–22.7,19.2,10.7,26.9,24.6,45.4
1501+,National Taichung University of Science and Technology,Taiwan,"16,191",12.3,1%,69:31:00,9.7–22.7,18.2,11.5,27.5,24.1,20.6
1501+,National Taipei University,Taiwan,"8,386",15.7,6%,55:45:00,9.7–22.7,20.6,15.1,22.4,23.3,30.5
1501+,National United University,Taiwan,"7,415",20.6,1%,32 : 68,9.7–22.7,13.5,11.7,15.7,41.8,20.5
1501+,NED University of Engineering and Technology,Pakistan,"12,878",24,0%,37 : 63,9.7–22.7,12.7,13.1,19.8,26.3,49.9
1501+,Universitas Negeri Surabaya,Indonesia,"35,066",28,1%,63:37:00,9.7–22.7,13.5,9,27.2,15.6,35
1501+,Nizhny Novgorod State Technical University,Russian Federation,"7,931",14.7,4%,25 : 75,9.7–22.7,17.6,9.7,10.7,39.6,23.6
1501+,Nnamdi Azikiwe University,Nigeria,"33,856",15.9,0%,46:54:00,9.7–22.7,18.3,8.7,23.8,16,32.3
1501+,North-Caucasus Federal University,Russian Federation,"18,917",8,11%,51:49:00,9.7–22.7,27.8,9,9.1,17.4,33.3
1501+,"University of the North, Colombia",Colombia,"13,471",17.3,0%,52:48:00,9.7–22.7,18.3,13,26,24,52.8
1501+,North-Eastern Federal University,Russian Federation,"12,179",12.2,4%,55:45:00,9.7–22.7,24.7,10.1,11.2,17.5,26.5
1501+,Northern (Arctic) Federal University named after M.V. Lomonosov,Russian Federation,"8,341",14.9,9%,48:52:00,9.7–22.7,20.3,11.1,7.7,19.7,31.9
1501+,North-Western State Medical University named after I.I. Mechnikov,Russian Federation,"6,539",5.4,11%,68:32:00,9.7–22.7,26,9.8,7.7,17.1,29.7
1501+,Nosov Magnitogorsk State Technical University,Russian Federation,"7,523",13.4,4%,49:51:00,9.7–22.7,18,9.8,10,17.7,21
1501+,Universidade Nove de Julho (Uninove),Brazil,"82,463",23.6,1%,58:42:00,9.7–22.7,17.9,8.1,9.6,17.5,26.9
1501+,University of Novi Sad,Serbia,"47,978",15.1,1%,57:43:00,9.7–22.7,19,11.7,29.1,36.4,33.6
1501+,Novosibirsk State Technical University,Russian Federation,"12,615",14.6,17%,40 : 60,9.7–22.7,20.2,12.4,12.8,23.2,36.1
1501+,Nueva Granada Military University,Colombia,"18,426",9.7,0%,46:54:00,9.7–22.7,21.5,8,5.3,15.7,27.7
1501+,Obafemi Awolowo University,Nigeria,"29,679",22.5,0%,45:55:00,9.7–22.7,15.3,12.3,32,19,37.9
1501+,Ogarev Mordovia State University,Russian Federation,"11,795",11.6,17%,49:51:00,9.7–22.7,20.2,9.2,5.8,17.2,37.2
1501+,Oita University,Japan,"5,381",8.5,2%,38 : 62,9.7–22.7,25.8,11,20,35.3,22.9
1501+,Niğde Ömer Halisdemir University,Turkey,"14,088",20.1,5%,80:20:00,9.7–22.7,13.5,9.4,24.5,19.2,27.7
1501+,Omsk State Technical University,Russian Federation,"12,150",14,13%,33 : 67,9.7–22.7,18.4,8.4,7.3,20,31.1
1501+,Ondokuz Mayis University,Turkey,"38,149",18.3,14%,44:56:00,9.7–22.7,19,11.4,22.2,26.8,36.1
1501+,Oran 1 University,Algeria,"25,443",21.9,1%,70:30:00,9.7–22.7,30.7,9,13.2,17.8,39.7
1501+,Ordu University,Turkey,"11,050",18.7,0%,52:48:00,9.7–22.7,14,10.3,19.6,16.7,17.9
1501+,Osaka Institute of Technology,Japan,"7,407",35.4,1%,0.643055556,9.7–22.7,14.8,15.3,20.6,37.3,26.2
1501+,Osaka Medical and Pharmaceutical University,Japan,"3,132",5.5,1%,59:41:00,9.7–22.7,27.7,12.6,23.7,44.4,18.7
1501+,University of Ostrava,Czech Republic,"8,526",16,9%,71:29:00,9.7–22.7,19.5,16.3,23.2,18.2,46.2
1501+,Ovidius University of Constanța,Romania,"17,355",12.5,7%,61:39:00,9.7–22.7,19.4,9.2,9.6,15.9,27
1501+,Universitas Padjadjaran,Indonesia,"35,498",11.3,1%,59:41:00,9.7–22.7,28.5,12.2,19.2,23.6,34.3
1501+,Pamukkale University,Turkey,"33,761",22,3%,44:56:00,9.7–22.7,15.2,9.5,16.7,18.5,20.4
1501+,Universidad Panamericana (UP),Mexico,"15,469",7.8,2%,48:52:00,9.7–22.7,23.9,9.1,12,16,43.9
1501+,University of Pannonia,Hungary,"5,241",19.5,7%,48:52:00,9.7–22.7,22.2,15.6,21.5,45.5,37.9
1501+,University of Pardubice,Czech Republic,"7,375",13.5,10%,56:44:00,9.7–22.7,21.1,17.7,17.7,30,39.8
1501+,Pavlov First Saint Petersburg State Medical University,Russian Federation,"5,462",7,14%,75:25:00,9.7–22.7,29.4,10.7,12.5,25.3,34.4
1501+,Payame Noor University,Iran,"428,888",120.3,1%,60:40:00,9.7–22.7,12.9,9.1,26.1,19.6,21.3
1501+,Pedagogical and Technological University of Colombia,Colombia,"33,268",16,0%,54:46:00,9.7–22.7,19.3,7.7,5.2,16,35.5
1501+,University of the Peloponnese,Greece,"12,801",39.4,1%,52:48:00,9.7–22.7,16.1,12.6,28.9,29,27.8
1501+,Universitas Pendidikan Indonesia,Indonesia,"32,713",18.5,1%,61:39:00,9.7–22.7,19.8,12.1,33,16.3,23.9
1501+,Penza State University,Russian Federation,"17,934",17.2,12%,56:44:00,9.7–22.7,14.3,8.7,7.8,16.3,32.8
1501+,Perm National Research Polytechnic University,Russian Federation,"8,719",10.2,9%,37 : 63,9.7–22.7,23.7,13.4,9.9,50,28.4
1501+,Perm State University,Russian Federation,"9,845",12,5%,59:41:00,9.7–22.7,21.2,12.5,8.2,24.6,23.7
1501+,University of Pernambuco,Brazil,"21,435",16.9,0%,n/a,9.7–22.7,16,10.3,15.2,18.3,26.4
1501+,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,"56,595",21.1,1%,50:50:00,9.7–22.7,13.5,8.7,10.1,15.6,26.5
1501+,University of Phayao,Thailand,"17,256",17.1,0%,66:34:00,9.7–22.7,14.9,9.4,39.3,16.3,25.9
1501+,Universidad Politécnica Salesiana,Ecuador,"22,513",24.2,1%,40 : 60,9.7–22.7,11.6,9.5,13.6,15.8,42
1501+,Polytechnic University of Bucharest,Romania,"29,166",23.2,4%,36 : 64,9.7–22.7,19.8,11.4,28.8,29.7,24.2
1501+,Polytechnic University of Timişoara,Romania,"11,846",18.7,3%,38 : 62,9.7–22.7,16.7,10.1,33.9,30.9,22.6
1501+,Pontifical Catholic University of Minas Gerais,Brazil,"37,267",36,1%,57:43:00,9.7–22.7,24.4,10.7,14.6,20.5,24.7
1501+,Universidad Pontificia Bolivariana (UPB),Colombia,"10,565",10.6,2%,57:43:00,9.7–22.7,24.2,10.6,10.2,26.8,37.2
1501+,Pontificia Universidad Católica del Ecuador,Ecuador,"21,237",25.4,1%,56:44:00,9.7–22.7,12.2,8.7,15.3,15.9,63.9
1501+,University of Port Harcourt,Nigeria,"31,493",17.1,0%,35 : 65,9.7–22.7,23.1,14.4,15.4,21.8,32
1501+,Prague University of Economics and Business,Czech Republic,"14,306",29.1,27%,53:47:00,9.7–22.7,15.5,14.9,27.6,16.8,47.9
1501+,University of Primorska,Slovenia,"5,805",15.3,18%,77:23:00,9.7–22.7,16.4,14.9,26.5,21.9,61.8
1501+,University of Prishtina,Kosovo,"28,532",31.4,1%,65:35:00,9.7–22.7,11.8,10.7,13.7,18.4,38.9
1501+,Privolzhsky Research Medical University,Russian Federation,"5,896",10.3,23%,68:32:00,9.7–22.7,23.9,9.9,5.2,20,40.3
1501+,PSG College of Technology,India,"8,140",14.2,0%,37 : 63,9.7–22.7,22.9,8.9,29.4,20.7,17.6
1501+,Recep Tayyip Erdoğan University,Turkey,"12,407",16.9,4%,54:46:00,9.7–22.7,16.3,9.5,23.9,16.6,22.3
1501+,REVA University,India,"13,907",18.7,1%,34 : 66,9.7–22.7,16,7.9,37.9,20.7,19.8
1501+,Riga Stradiņš University,Latvia,"8,761",21.8,29%,75:25:00,9.7–22.7,17.3,13.8,26.3,23.2,62.7
1501+,University of Rijeka,Croatia,"13,163",15.6,3%,58:42:00,9.7–22.7,18.7,16.7,29.9,25.8,29.2
1501+,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,"18,646",10.4,4%,63:37:00,9.7–22.7,26.8,17.1,18.1,19.4,23.2
1501+,Russian State University for the Humanities,Russian Federation,"16,679",22.1,4%,69:31:00,9.7–22.7,13.5,13.4,16.8,15.7,22.1
1501+,R V College of Engineering,India,"5,741",14.9,0%,26 : 74,9.7–22.7,24.6,9.4,29.3,17.8,16.1
1501+,Ryukoku University,Japan,"15,818",27.7,2%,36 : 64,9.7–22.7,15.5,10.6,12,23.2,31.2
1501+,University of the Ryukyus,Japan,"7,534",9.9,2%,39 : 61,9.7–22.7,25.4,14.1,22.6,37.2,37.6
1501+,Rzeszów University of Technology,Poland,"10,742",11.6,1%,38 : 62,9.7–22.7,20.6,9.1,29.1,22.9,23.1
1501+,University of La Sabana,Colombia,"11,838",17.1,2%,56:44:00,9.7–22.7,17.4,10.9,19.7,16.6,44.3
1501+,Saga University,Japan,"6,518",9.8,2%,42:58:00,9.7–22.7,26,14.5,21.8,59,25.4
1501+,Saitama University,Japan,"8,321",15.3,6%,32 : 68,9.7–22.7,22.9,15.5,19.4,41.2,41.5
1501+,Samara State Technical University,Russian Federation,"12,762",16,5%,38 : 62,9.7–22.7,16.9,10.6,10.9,32.3,22.1
1501+,San Sebastián University,Chile,"38,101",19.8,0%,63:37:00,9.7–22.7,14.2,9.2,12.1,16.1,43.2
1501+,"University of Santiago, Chile (USACH)",Chile,"24,717",20.8,2%,45:55:00,9.7–22.7,15.8,15.4,29.8,27.7,45.9
1501+,University of Santo Tomas,Philippines,"31,813",13.3,7%,51:49:00,9.7–22.7,19.6,9.5,25.8,20.7,67
1501+,University of Sarajevo,Bosnia and Herzegovina,"25,468",15.6,0%,64:36:00,9.7–22.7,16.4,10.8,18.6,23.6,27.7
1501+,Saratov State Medical University,Russian Federation,"7,242",6.6,12%,n/a,9.7–22.7,25.6,10.7,3.7,16.2,31.2
1501+,Satbayev University,Kazakhstan,"8,114",12.4,5%,44:56:00,9.7–22.7,22.7,10.8,8.5,23.2,68.7
1501+,University of Sciences and Technology Houari Boumediene,Algeria,"39,136",19.5,0%,47:53:00,9.7–22.7,17.8,7.4,12.8,18.2,35.3
1501+,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,"18,552",9.6,1%,50:50:00,9.7–22.7,24.6,7,9,17.3,32.4
1501+,SGH Warsaw School of Economics,Poland,"8,618",16.5,13%,49:51:00,9.7–22.7,24.8,15.2,24.1,16.1,36.7
1501+,Shahed University,Iran,"5,207",15.8,0%,53:47:00,9.7–22.7,30.3,14.8,22.5,26.6,18.7
1501+,Shimane University,Japan,"6,005",8.2,3%,40 : 60,9.7–22.7,25.7,13,19.3,37.1,28.7
1501+,Shizuoka University,Japan,"9,928",14.5,4%,29 : 71,9.7–22.7,22.6,16,19.5,58.3,37
1501+,University of Shizuoka,Japan,"3,134",11.5,3%,61:39:00,9.7–22.7,25.9,12.9,15.2,58.9,26.5
1501+,Reshetnev Siberian State University of Science and Technology,Russian Federation,"16,411",22.9,3%,40 : 60,9.7–22.7,12.3,8.2,15.8,18.5,20.4
1501+,Siberian State Medical University,Russian Federation,"6,798",10.6,21%,71:29:00,9.7–22.7,22.1,9.6,3.4,17.1,39.8
1501+,Sichuan University of Science and Engineering,China,"44,741",22.9,1%,39 : 61,9.7–22.7,12,10.4,23.8,26.4,20.3
1501+,University of Silesia in Katowice,Poland,"19,222",11.6,4%,67:33:00,9.7–22.7,23.2,13.5,23.4,21.8,29.7
1501+,Silpakorn University,Thailand,"22,163",18.8,2%,69:31:00,9.7–22.7,19.3,13.6,20.7,38,29
1501+,University of Sistan and Baluchestan,Iran,"8,890",19.6,1%,58:42:00,9.7–22.7,18.5,11.4,26.4,22.9,22.7
1501+,Sivas Cumhuriyet University,Turkey,"33,919",32.4,8%,50:50:00,9.7–22.7,14.9,9.5,26.1,18.5,29.7
